pff_PLAYID,pff_GAMEID,pff_GAMEDATE,pff_GAMESEASON,pff_WEEK,pff_GSISGAMEKEY,pff_GSISPLAYID,pff_QUARTER,pff_DOWN,pff_CLOCK,pff_BLITZDOG,pff_CATCHABLE,pff_DEEPPASS,pff_DEFSCORE,pff_DRAW,pff_DRIVE,pff_DRIVEPLAY,pff_GAINLOSS,pff_GARBAGETIME,pff_FIRST_DOWN_GAINED,pff_GETOFFTIME,pff_KICKYARDS,pff_NOHUDDLE,pff_NOPLAY,pff_OFFFORMATIONUNBALANCED,pff_OFFSCORE,pff_OPTION,pff_PENALTYYARDS,pff_PLAYACTION,pff_PREVIOUSPFFPLAYID,pff_NEXTPFFPLAYID,pff_RETURNYARDS,pff_SCORE,pff_SCREEN,pff_SNAPTIME,pff_SORTORDER,pff_STUNT,pff_TIMETOPRESSURE,pff_TIMETOTHROW,pff_TRICKLOOK,pff_TRICKPLAY,pff_YARDSAFTERCATCH,pff_YARDSAFTERCONTACT,pff_2MINUTE,pff_3MINUTE,pff_BALLCARRIER,pff_BOXPLAYERS,pff_BUNCHED,pff_CENTERPASSBLOCKDIRECTION,pff_CHECKROUTE,pff_CHIPROUTE,pff_DBDEPTH,pff_DEFFRONT,pff_DEFPERSONNEL,pff_DEFPLAYERS,pff_DEFPLAYERSRATINGS,pff_DEFSUBSTITUTIONS,pff_DEFSUCCESS,pff_DEFTEAM,pff_DISTANCE,pff_DLDROP,pff_DLTECHNIQUES,pff_DOUBLETEAM,pff_DRIVEENDEVENT,pff_DRIVEENDFIELDPOSITION,pff_DRIVEENDPLAYNUMBER,pff_DRIVESTARTEVENT,pff_DRIVESTARTFIELDPOSITION,pff_DROPBACKDEPTH,pff_DROPBACKTYPE,pff_FIELDPOSITION,pff_FIRSTCONTACT,pff_FORCEDFUMBLE,pff_FUMBLE,pff_FUMBLERECOVERY,pff_GAINLOSSNET,pff_GUNNERS,pff_HANGTIME,pff_HASH,pff_HASHDEF,pff_HIT,pff_HURRY,pff_INCOMPLETIONTYPE,pff_INJURED,pff_INTERCEPTION,pff_KEYPLAYERS,pff_KICKCONTACT,pff_KICKDEPTH,pff_KICKDIRACTUAL,pff_KICKDIRINTENDED,pff_KICKER,pff_KICKRESULT,pff_KICKTYPE,pff_KICKWIDTH,pff_KICKZONE,pff_LBDEPTH,pff_MISSEDTACKLE,pff_MOFOCPLAYED,pff_MOFOCSHOWN,pff_NEGATIVEPFFGRADE,pff_OFFFORMATION,pff_OFFFORMATIONGROUP,pff_OFFODDITIES,pff_OFFPERSONNEL,pff_OFFPERSONNELBASIC,pff_OFFPERSONNELSKILL,pff_OFFPLAYERS,pff_OFFPLAYERSRATINGS,pff_OFFSUBSTITUTIONS,pff_OFFSUCCESS,pff_OFFTEAM,pff_ONLOS,pff_OPERATIONTIME,pff_PASSBLOCKING,pff_PASSBREAKUP,pff_PASSCOVERAGE,pff_PASSCOVERAGE1,pff_PASSCOVERAGE2,pff_PASSCOVERAGEPLAYERS,pff_PASSDEPTH,pff_PASSDIRECTION,pff_PASSER,pff_PASSPATTERN,pff_PASSPATTERNBASIC,pff_PASSPATTERNBYPLAYER,pff_PASSRECEIVERPOSITIONTARGET,pff_PASSRECEIVERTARGET,pff_PASSRESULT,pff_PASSROUTETARGET,pff_PASSROUTETARGETGROUP,pff_PASSRUSHPLAYERS,pff_PASSRUSHRESULT,pff_PASSWIDTH,pff_PASSZONE,pff_PENALTY,pff_PISTOL,pff_PLAYACTIONFAKE,pff_PLAYENDFIELDPOSITION,pff_POAACTUAL,pff_POACHANGEREASON,pff_POAINTENDED,pff_POSITIVEPFFGRADE,pff_PRESS,pff_PRESSUREDETAIL,pff_PUMPFAKE,pff_PUNTRUSH,pff_PURSUIT,pff_QB,pff_QBMOVEDOFFSPOT,pff_QBPRESSURE,pff_QBPRESSUREALLOWED,pff_QBRESET,pff_QBSCRAMBLE,pff_RBALIGNMENT,pff_RBDEPTH,pff_RBDIRECTION,pff_RBSINBACKFIELD,pff_RETDIRECTIONINTENDED,pff_RETURNDIRECTION,pff_RETURNER,pff_RUNCONCEPTPRIMARY,pff_RUNCONCEPTSECONDARY,pff_RUNPASS,pff_SACK,pff_SCOREDIFFERENTIAL,pff_SHIFTMOTION,pff_SHOTGUN,pff_SPECIALTEAMSTYPE,pff_STOP,pff_STSAFETIES,pff_TACKLE,pff_TACKLEASSIST,pff_TEALIGNMENT,pff_TOUCHDOWN,pff_UNBLOCKEDPRESSURE,pff_VISE,pff_WRALIGNMENT,pff_CONTESTED,pff_RUNPASSOPTION,pff_PLAYCLOCK,pff_HAIL_MARY,pff_BUSTED_COVERAGE,pff_TURNOVER,pff_NON_TACKLE_TYPE,pff_TEMPO,pff_DEF_TIMEOUTS_REMAINING,pff_OFF_TIMEOUTS_REMAINING,pff_EXPECTED_POINTS,pff_EXPECTED_POINTS_ADDED,pff_ROUTE_THROWN,pff_SIDELINE_CHECK,pff_OFF_PERSONNEL_GROUP,pff_RBS_ON_FIELD,pff_TES_ON_FIELD,pff_WRS_ON_FIELD,pff_BACKSET,pff_OFFENSIVE_FORMATION_NAME,pff_STARTING_OFFENSIVE_FORMATION,pff_STARTING_OFFENSIVE_FORMATION_GROUP,pff_STARTING_OFFENSIVE_FORMATION_NAME,pff_DEF_PACKAGE,pff_DBS_ON_FIELD,pff_LBS_ON_FIELD,pff_DLS_ON_FIELD,pff_DEFENSIVE_FRONT_NAME,pff_MUG_LOOK,pff_PASS_COVERAGE_BASIC,pff_KICKOFF_RETURN_CONCEPT,pff_YARDS_TO_GOAL_LINE,pff_FGOPTIME,pff_EXPECTED_POINTS_LEGACY,pff_EXPECTED_POINTS_ADDED_LEGACY,pff_TEAMWORKS_PLAY_ID,pff_DRIVEID
7079555,31030,2026-09-05,2026,01,411418,5098,4,0,00:25,0,,0,66,0,,,73,1,,,73,0,0,0,21,0,,0,7079506,7079616,,66.21,0,,195,0,,,0,0,,,0,0,,,,,,,,5-5,,FLUN 24 (R2); FLUN D02 (R5); FLUN D09 (L3); FLUN D14 (R4); FLUN D29 (L5); FLUN D30 (L4); FLUN D35 (L1); FLUN D37 (L2); FLUN D43 (R1); FLUN D44 (R3); FLUN S40 (PK),FLUN 24 (0.0); FLUN D02 (0.0); FLUN D09 (0.0); FLUN D14 (0.0); FLUN D29 (0.0); FLUN D30 (0.0); FLUN D35 (0.0); FLUN D37 (0.0); FLUN D43 (0.0); FLUN D44 (0.0); FLUN S40 (+0.5),,,FLUN,0,,,,,,,,,,,-35,,,,,40,,4.32,R,L,,,,,,FLUN S40 (PK),DEZ,73,R,R,FLUN S40,TOUCHBACK,D,37,5R,,,,,,,6-0-3,,,,,FLAT 03 (LF1); FLAT 05 (KFB-R); FLAT 06 (RF1); FLAT 26 (LF3); FLAT 86 (RB); FLAT D03 (KR-L); FLAT D10 (LB); FLAT D28 (RF2); FLAT D35 (LF2); FLAT D43 (RF3); FLAT D44 (MB),FLAT 03 (0.0); FLAT 05 (0.0); FLAT 06 (0.0); FLAT 26 (0.0); FLAT 86 (0.0); FLAT D03 (0.0); FLAT D10 (0.0); FLAT D28 (0.0); FLAT D35 (0.0); FLAT D43 (0.0); FLAT D44 (0.0),,,FLAT,,,,,,,,,,,,,,,,,,,,,,,,,,,+25,,,,FLUN S40,,,0,,,,0,,,0,,,,,,,,FLAT D03,,,,,-45,,,KICKOFF,,3; FLUN D09 (L3); FLUN D29 (L5); FLUN D43 (R1),,,,,,,,,0,15,0,0,0,,false,3,2,-1.2,1.022,,false,,,,,,,,,,,,,,,,,,65,,0.0,-0.285,31030_7079555,
7113444,31155,2026-09-12,2026,02,411487,41,1,0,15:00,0,,0,0,0,,,74,0,,,74,0,0,0,0,0,,0,,7113458,,0.00,0,,1,0,,,0,0,,,0,0,,,,,,,,5-5,,MDNA 43 (R4); MDNA D05 (R5); MDNA D08 (R2); MDNA D14 (L3); MDNA D16 (L1); MDNA D22 (L2); MDNA D35 (R1); MDNA D52 (L4); MDNA D53 (R3); MDNA D58 (L5); MDNA S99 (PK),MDNA 43 (0.0); MDNA D05 (0.0); MDNA D08 (0.0); MDNA D14 (0.0); MDNA D16 (0.0); MDNA D22 (0.0); MDNA D35 (0.0); MDNA D52 (0.0); MDNA D53 (0.0); MDNA D58 (0.0); MDNA S99 (+0.5),,,MDNA,0,,,,,,,,,,,-35,,,,,40,,4.19,R,L,,,,,,MDNA S99 (PK),DEZ,75,C,C,MDNA S99,TOUCHBACK,D,27,4,,,,,,,6-0-3,,,,,FLAT 03 (LF1); FLAT 05 (KFB); FLAT 06 (RF1); FLAT 22 (LF3); FLAT 88 (LB); FLAT D03 (KR-L); FLAT D10 (RB); FLAT D17 (MB); FLAT D28 (RF2); FLAT D35 (LF2); FLAT D43 (RF3),FLAT 03 (0.0); FLAT 05 (0.0); FLAT 06 (0.0); FLAT 22 (0.0); FLAT 88 (0.0); FLAT D03 (0.0); FLAT D10 (0.0); FLAT D17 (0.0); FLAT D28 (0.0); FLAT D35 (0.0); FLAT D43 (0.0),,,FLAT,,,,,,,,,,,,,,,,,,,,,,,,,,,+25,,,,MDNA S99,,,0,,,,0,,,0,,,,,,,,FLAT D03,,,,,0,,,KICKOFF,,3; MDNA D05 (R5); MDNA D08 (R2); MDNA D16 (L1),,,,,,,,,0,,0,0,0,,false,3,3,-1.2,-0.169,,false,,,,,,,,,,,,,,,,,,65,,0.0,-1.727,31155_7113444,
7114393,31155,2026-09-12,2026,02,411487,241,1,0,13:12,0,,0,7,0,,,72,0,,,72,0,0,0,7,0,,0,7114080,7114488,,7.07,0,,10,0,,,0,0,,,0,0,,,,,,,,5-5,,MDNA D05 (L5); MDNA D08 (L2); MDNA D14 (R3); MDNA D16 (R2); MDNA D22 (R1); MDNA D35 (L1); MDNA D51 (L4); MDNA D52 (R4); MDNA D53 (L3); MDNA D58 (R5); MDNA S99 (PK),MDNA D05 (0.0); MDNA D08 (0.0); MDNA D14 (0.0); MDNA D16 (0.0); MDNA D22 (0.0); MDNA D35 (0.0); MDNA D51 (0.0); MDNA D52 (0.0); MDNA D53 (0.0); MDNA D58 (0.0); MDNA S99 (+0.5),,,MDNA,0,,,,,,,,,,,-35,,,,,40,,4.13,C,C,,,,,,MDNA S99 (PK),DEZ,72,C,C,MDNA S99,TOUCHBACK,D,18,3L,,,,,,,6-0-3,,,,,FLAT 03 (LF1); FLAT 05 (KFB-L); FLAT 06 (RF1); FLAT 22 (LF3); FLAT 88 (LB); FLAT D03 (KR-R); FLAT D10 (RB); FLAT D17 (MB); FLAT D28 (RF2); FLAT D35 (LF2); FLAT D43 (RF3),FLAT 03 (0.0); FLAT 05 (0.0); FLAT 06 (0.0); FLAT 22 (0.0); FLAT 88 (0.0); FLAT D03 (0.0); FLAT D10 (0.0); FLAT D17 (0.0); FLAT D28 (0.0); FLAT D35 (0.0); FLAT D43 (0.0),,,FLAT,,,,,,,,,,,,,,,,,,,,,,,,,,,+25,,,,MDNA S99,,,0,,,,0,,,0,,,,,,,,FLAT D03,,,,,0,,,KICKOFF,,3; MDNA D08 (L2); MDNA D16 (R2); MDNA D58 (R5),,,,,,,,,0,10,0,0,0,,false,3,3,-1.2,-0.158,,false,,,,,,,,,,,,,,,,,,65,,0.0,-1.727,31155_7114393,
7116475,31155,2026-09-12,2026,02,411487,1078,1,4,02:59,0,,0,14,0,,,43,0,,1.25,43,0,0,0,7,0,,0,7116455,7116645,23,14.07,0,0.97,42,0,,,0,0,,1,0,0,FLAT 08,8; FLAT 06; FLAT D03; FLAT D10; FLAT D16; FLAT D21; FLAT D28; FLAT D35; FLAT D36,,,,,,6-2,,FLAT 06 (PDR2); FLAT 08 (PR); FLAT D03 (PLL); FLAT D10 (PDL1); FLAT D16 (PDR1); FLAT D21 (PDL2); FLAT D24 (VR); FLAT D26 (VL); FLAT D28 (PDL3); FLAT D35 (PDR3); FLAT D36 (PLR),FLAT 06 (0.0); FLAT 08 (+0.5); FLAT D03 (0.0); FLAT D10 (0.0); FLAT D16 (0.0); FLAT D21 (0.0); FLAT D24 (0.0); FLAT D26 (0.0); FLAT D28 (0.0); FLAT D35 (0.0); FLAT D36 (0.0),,,FLAT,13,,,,,,,,,,,-33,,,,,20,MDNA D13 (GLx); MDNA D28 (GRa),3.44,R,L,,,,,,MDNA D18 (PLT); MDNA D39 (PRW); MDNA D58 (PRT); MDNA S11 (P); FLAT 08 (PR),CC,43,R,R,MDNA S11,RETURNED,N,37,5R,,MDNA D18; MDNA D39,,,MDNA D18; MDNA D39; MDNA S11,,,,,,,MDNA D05 (PLG); MDNA D13 (GL); MDNA D18 (PLT); MDNA D28 (GR); MDNA D39 (PRW); MDNA D53 (PRG); MDNA D58 (PRT); MDNA D93 (PPR); MDNA D97 (PPL); MDNA S11 (P); MDNA S92 (PLS),MDNA D05 (0.0); MDNA D13 (0.0); MDNA D18 (-0.5); MDNA D28 (0.0); MDNA D39 (-0.5); MDNA D53 (0.0); MDNA D58 (+0.5); MDNA D93 (0.0); MDNA D97 (0.0); MDNA S11 (-0.5); MDNA S92 (0.0),,,MDNA,MDNA D05; MDNA D13; MDNA D18; MDNA D28; MDNA D53; MDNA D58; MDNA S92,2.22,,,,,,,,,,,,,,,,,,,,,,,,,+47,,,,MDNA D58; FLAT 08,,,0,3; FLAT D03 (PLL); FLAT D10 (PDL1); FLAT D16 (PDR1),,,0,,,0,,L;R,,,,L,R,FLAT 08,,,,,-7,,,PUNT,,,MDNA D58,,,,,FLAT D26 (VL); FLAT D24 (VR),,,0,16,0,0,0,,false,2,3,-2.425,-0.712,,false,,,,,,,,,,,,,,,,,,67,,-2.219,-1.11,31155_7116475,
7117595,31155,2026-09-12,2026,02,411487,1494,2,4,10:00,0,,0,14,0,,,48,0,,1.27,48,0,0,0,7,0,,0,7117580,7117758,-1,14.07,0,0.95,57,0,,,0,0,,0,0,0,FLAT 08,8; FLAT 06; FLAT D00; FLAT D03; FLAT D10; FLAT D21; FLAT D28; FLAT D35; FLAT D36,,,,,,6-2,,FLAT 06 (PDL2); FLAT 08 (PR); FLAT D00 (PLR); FLAT D03 (PDR1); FLAT D10 (PDL1); FLAT D21 (PDR2); FLAT D24 (VR); FLAT D26 (VL); FLAT D28 (PDL3); FLAT D35 (PDR3); FLAT D36 (PLL),FLAT 06 (0.0); FLAT 08 (0.0); FLAT D00 (0.0); FLAT D03 (0.0); FLAT D10 (0.0); FLAT D21 (0.0); FLAT D24 (0.0); FLAT D26 (0.0); FLAT D28 (0.0); FLAT D35 (0.0); FLAT D36 (0.0),,,FLAT,18,,,,,,,,,,,-30,,,,,49,MDNA D13 (GLx); MDNA D06 (GRa),3.21,R,L,,,,,,MDNA D05 (PLG); MDNA D18 (PLT); MDNA S11 (P),CFFG,38,R,R,MDNA S11,RETURNED,N,40,5R,,,,,MDNA S11,,,,,,,MDNA D05 (PLG); MDNA D06 (GR); MDNA D13 (GL); MDNA D18 (PLT); MDNA D39 (PRW); MDNA D53 (PRG); MDNA D58 (PRT); MDNA D93 (PPR); MDNA D97 (PPL); MDNA S11 (P); MDNA S92 (PLS),MDNA D05 (+0.5); MDNA D06 (0.0); MDNA D13 (0.0); MDNA D18 (+0.5); MDNA D39 (0.0); MDNA D53 (0.0); MDNA D58 (0.0); MDNA D93 (0.0); MDNA D97 (0.0); MDNA S11 (-0.5); MDNA S92 (0.0),,,MDNA,MDNA D05; MDNA D06; MDNA D13; MDNA D18; MDNA D53; MDNA D58; MDNA S92,2.22,,,,,,,,,,,,,,,,,,,,,,,,,+21,,,,MDNA D05; MDNA D18,,,0,1; FLAT D03 (PDR1),,,0,,,0,,L;R,,,,,,FLAT 08,,,,,-7,,,PUNT,,1; FLAT D36 (PLL),MDNA D05,MDNA D18,,,,FLAT D26 (VL); FLAT D24 (VR),,,0,,0,0,0,,false,2,3,-2.056,0.806,,false,,,,,,,,,,,,,,,,,,70,,-2.377,0.99,31155_7117595,
7118650,31155,2026-09-12,2026,02,411487,2034,2,4,02:45,0,,0,21,0,,,37,0,,1.26,37,0,0,0,7,0,,0,7118595,7118714,,21.07,0,0.94,77,0,,,0,0,,,0,0,,8; FLAT 06; FLAT D03; FLAT D10; FLAT D16; FLAT D21; FLAT D28; FLAT D35; FLAT D36,,,,,,7-1,,FLAT 06 (PDL2); FLAT 08 (PR); FLAT D03 (PDL3); FLAT D10 (PDL1); FLAT D16 (PDR1); FLAT D21 (PDR2); FLAT D24 (VR); FLAT D26 (VL); FLAT D28 (PDL4); FLAT D35 (PDR3); FLAT D36 (PLR),FLAT 06 (0.0); FLAT 08 (0.0); FLAT D03 (0.0); FLAT D10 (0.0); FLAT D16 (0.0); FLAT D21 (0.0); FLAT D24 (0.0); FLAT D26 (0.0); FLAT D28 (0.0); FLAT D35 (+0.5); FLAT D36 (0.0),,,FLAT,10,,,,,,,,,,,-38,,,,,37,MDNA 89 (GLx); MDNA D28 (GRa),3.98,R,L,,,,,,MDNA S11 (P); MDNA S92 (PLS); FLAT D35 (PDR3),OOB,37,R,R,MDNA S11,OUT OF BOUNDS,N,53,7R,,,,,MDNA S92,,,,,,,MDNA 89 (GL); MDNA D05 (PLG); MDNA D18 (PLT); MDNA D28 (GR); MDNA D39 (PRW); MDNA D53 (PRG); MDNA D58 (PRT); MDNA D93 (PPR); MDNA D97 (PPL); MDNA S11 (P); MDNA S92 (PLS),MDNA 89 (0.0); MDNA D05 (0.0); MDNA D18 (0.0); MDNA D28 (0.0); MDNA D39 (0.0); MDNA D53 (0.0); MDNA D58 (0.0); MDNA D93 (0.0); MDNA D97 (0.0); MDNA S11 (0.0); MDNA S92 (-0.5),,,MDNA,MDNA 89; MDNA D05; MDNA D18; MDNA D28; MDNA D53; MDNA D58; MDNA S92,2.20,,,,,,,,,,,,,,,,,,,,,,,,,+25,,,,FLAT D35,,,0,3; FLAT D03 (PDL3); FLAT D10 (PDL1); FLAT D16 (PDR1),,,0,,,0,,L;R,,,,,,FLAT 08,,,,,-14,,,PUNT,,,,,,,,FLAT D26 (VL); FLAT D24 (VR),,,0,17,0,0,0,,false,2,3,-1.37,0.421,,false,,,,,,,,,,,,,,,,,,62,,-1.946,0.219,31155_7118650,
7122693,31155,2026-09-12,2026,02,411487,2775,3,4,09:54,0,,0,31,0,,,52,0,,1.75,52,0,0,0,7,0,,0,7122678,7122959,,31.07,0,0.95,105,0,,,0,0,,,0,0,,9; FLAT D02; FLAT D06; FLAT D10; FLAT D11; FLAT D21; FLAT D22; FLAT D24; FLAT D30; FLAT D98,,,,,,4-5,,FLAT 08 (PR); FLAT D02 (PDL2); FLAT D06 (PLR3); FLAT D10 (PDL1); FLAT D11 (PDR1); FLAT D21 (PLL2); FLAT D22 (PLR2); FLAT D23 (VL); FLAT D24 (PLR1); FLAT D30 (PLL1); FLAT D98 (PDR2),FLAT 08 (0.0); FLAT D02 (0.0); FLAT D06 (0.0); FLAT D10 (0.0); FLAT D11 (0.0); FLAT D21 (0.0); FLAT D22 (0.0); FLAT D23 (0.0); FLAT D24 (0.0); FLAT D30 (0.0); FLAT D98 (0.0),,,FLAT,10,,,,,,,,,,,-48,,,,,32,MDNA D97 (PPL); MDNA D06 (GRx),3.71,R,L,,,,,,MDNA S11 (P),BF,48,L,L,MDNA S11,TOUCHBACK,A,16,3L,,,,,MDNA S11,,,,,,,MDNA 89 (PLW); MDNA D05 (PLG); MDNA D06 (GR); MDNA D18 (PLT); MDNA D39 (PRW); MDNA D53 (PRG); MDNA D58 (PRT); MDNA D93 (PPR); MDNA D97 (PPL); MDNA S11 (P); MDNA S92 (PLS),MDNA 89 (0.0); MDNA D05 (0.0); MDNA D06 (0.0); MDNA D18 (0.0); MDNA D39 (0.0); MDNA D53 (0.0); MDNA D58 (0.0); MDNA D93 (0.0); MDNA D97 (0.0); MDNA S11 (-0.5); MDNA S92 (0.0),,,MDNA,MDNA 89; MDNA D05; MDNA D06; MDNA D18; MDNA D53; MDNA D58; MDNA S92,2.70,,,,,,,,,,,,,,,,,,,,,,,,,+20,,,,,,,0,,,,0,,,0,,L;R,,,,,,FLAT 08,,,,,-24,,,PUNT,,,,,,,,FLAT D23 (VL),,,0,,0,0,0,,false,3,3,-1.406,0.036,,false,,,,,,,,,,,,,,,,,,52,,-1.371,0.071,31155_7122693,
7124459,31155,2026-09-12,2026,02,411487,3415,3,0,01:16,0,,0,14,0,,,64,0,,,64,0,0,0,38,0,8,0,7124394,7124559,12,38.14,0,,130,1,,,0,0,,5,0,0,FLAT D03,,,,,,,5-5,,MDNA 43 (L4); MDNA D05 (L5); MDNA D08 (L2); MDNA D14 (R3); MDNA D16 (R2); MDNA D22 (R1); MDNA D35 (L1); MDNA D52 (R4); MDNA D53 (L3); MDNA D58 (R5); MDNA S99 (PK),MDNA 43 (+0.5); MDNA D05 (0.0); MDNA D08 (0.0); MDNA D14 (0.0); MDNA D16 (0.0); MDNA D22 (-0.5); MDNA D35 (0.0); MDNA D52 (-0.5); MDNA D53 (0.0); MDNA D58 (0.0); MDNA S99 (0.0),,,MDNA,0,,,FLAT D28 (RF2); FLAT D43 (RF3); MDNA D05 (L5),,,,,,,,-35,,,,,52,,4.26,C,C,,,,,,MDNA 43 (L4); MDNA D05 (L5); MDNA D22 (R1); MDNA D52 (R4); FLAT D03 (KR-R); FLAT D28 (RF2); FLAT D43 (RF3),CC,64,C,C,MDNA S99,RETURNED,D,34,5R,,MDNA D52,,,MDNA D22; MDNA D52; FLAT D28,,6-0-3,,,,,FLAT 03 (LF1); FLAT 05 (KFB-L); FLAT 06 (RF1); FLAT 22 (LF3); FLAT 88 (LB); FLAT D03 (KR-R); FLAT D10 (RB); FLAT D17 (MB); FLAT D28 (RF2); FLAT D35 (LF2); FLAT D43 (RF3),FLAT 03 (0.0); FLAT 05 (0.0); FLAT 06 (0.0); FLAT 22 (0.0); FLAT 88 (0.0); FLAT D03 (0.0); FLAT D10 (0.0); FLAT D17 (0.0); FLAT D28 (-1.0); FLAT D35 (0.0); FLAT D43 (0.0),,,FLAT,,,,,,,,,,,,,,,,,,,,,,,,FLAT D28 OH,,,+13,,,,MDNA 43,,,0,,,,0,,,0,,,,,,C,C,FLAT D03,,,,,+24,,,KICKOFF,,3; MDNA D05 (L5); MDNA D08 (L2); MDNA D58 (R5),MDNA D52,,,,,,,,0,11,0,0,0,,false,3,3,-1.2,0.438,,false,,,,,,,,,,,,,,,,,D,65,,0.0,0.046,31155_7124459,
7156704,31243,2026-09-19,2026,03,411566,,1,0,15:00,0,,0,0,0,,,61,0,,,61,0,0,0,0,0,,0,,7156710,19,0.00,0,,1,0,,,0,0,,2,0,0,FLAT 03,,,,,,,,,,,,,FLIN,0,,,,,,,,,,,-35,,,,,42,,4.01,L,R,,,,,,,CC,61,L,L,FLIN S48,RETURNED,D,12,3L,,,,,,,0-0-0,,,,,,,,,FLAT,,,,,,,,,,,,,,,,,,,,,,,,,,,+23,,,,FLIN D18,,,0,,,,0,,,0,,,,,,R,R,FLAT 03,,,,,0,,,KICKOFF,,,FLIN D18,,,,,,,,0,,0,0,0,,false,3,3,-1.2,-0.173,,false,,,,,,,,,,,,,,,,,S,65,,0.0,-1.559,31243_7156704,
7161988,31243,2026-09-19,2026,03,411566,,2,0,00:23,0,,0,7,0,,,67,0,,,67,0,0,0,10,0,,0,7161887,7162045,,10.07,0,,82,0,,,0,0,,,0,0,,,,,,,,,,,,,,FLIN,0,,,,,,,,,,,-35,,,,,40,,3.91,L,R,,,,,,,DEZ,67,L,L,FLIN S48,TOUCHBACK,D,0,1L,,,,,,,0-0-0,,,,,,,,,FLAT,,,,,,,,,,,,,,,,,,,,,,,,,,,+25,,,,FLIN S48,,,0,,,,0,,,0,,,,,,,,,,,,,+3,,,KICKOFF,,,,,,,,,,,0,,0,0,0,,false,1,0,-1.2,1.053,,false,,,,,,,,,,,,,,,,,,65,,0.0,-1.727,31243_7161988,
7163616,31243,2026-09-19,2026,03,411566,,3,4,13:57,0,,0,10,0,,,55,0,,0.90,55,0,0,0,7,0,,0,7163552,7163689,8,10.07,0,0.67,91,0,,,0,0,,3,0,0,FLAT 08,,,,,,,,,,,,,FLAT,15,,,,,,,,,,,-16,,,,,47,,3.63,L,R,,,,,,,CFFG,46,R,R,FLIN S43,RETURNED,N,17,3L,,FLAT D08,,,FLAT D08; FLIN S43,,,,,,,,,,,FLIN,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,+37,,,,FLAT D22,,,0,,,,0,,,0,,EMPTY,,,,C,C,FLAT 08,,,,,-3,,,PUNT,,,FLIN D22,,,,,,,,0,,0,0,0,,false,3,3,-3.106,0.567,,false,,,,,,,,,,,,,,,,,,84,,-3.056,0.391,31243_7163616,
7164825,31243,2026-09-19,2026,03,411566,,3,4,06:17,0,,0,13,0,,,39,0,,0.95,39,0,0,0,7,0,,0,7164747,7165100,,13.07,0,0.73,112,0,,,0,0,,,0,0,,,,,,,,,,,,,,FLAT,9,,,,,,,,,,,-26,,,,,39,,4.00,L,R,,,,,,,CC,39,C,C,FLIN S43,FAIR CATCH,N,29,4,,,,,FLIN S43,,,,,,,,,,,FLIN,,1.68,,,,,,,,,,,,,,,,,,,,,,,,,+35,,,,,,,0,,,,0,,,0,,EMPTY,,,,,,FLAT 08,,,,,-6,,,PUNT,,,,,,,,,,,0,,0,0,0,,false,3,3,-2.828,0.406,,false,,,,,,,,,,,,,,,,,,74,,-2.581,0.062,31243_7164825,
7167150,31243,2026-09-19,2026,03,411566,,4,0,13:28,0,,0,10,0,,,65,0,,,65,0,0,0,16,0,,0,7166971,7167201,22,16.10,0,,136,0,,,0,0,,9,0,0,FLAT 05,,,,,,,,,,,,,FLIN,0,,,,,,,,,,,-35,,,,,43,,3.60,L,R,,,,,,,CC,67,L,L,FLIN S48,RETURNED,D,12,3L,,FLIN D17,,,FLIN D17,,0-0-0,,,,,,,,,FLAT,,,,,,,,,,,,,,,,,,,,,,,,,,,+22,,,,FLIN D28,,,0,,,,0,,,0,,,,,,C,C,FLAT 05,,,,,+6,,,KICKOFF,,,FLIN D28,,,,,,,,0,,0,0,0,,false,3,3,-1.2,-0.079,,false,,,,,,,,,,,,,,,,,,65,,0.0,-1.473,31243_7167150,
